battery_id,cycle,ambient_temp_c,capacity_ah,soh_pct,internal_resistance_ohm,rul_cycles
B0018,35,4.0,1.7639,95.09,0.6567,97
B0018,36,4.0,1.7743,95.65,0.6658,96
B0018,37,4.0,1.7651,95.16,0.6624,95
B0018,38,4.0,1.7635,95.07,0.6772,94
B0018,39,4.0,1.7645,95.12,0.6716,93
B0018,40,4.0,1.7654,95.17,0.6733,92
B0018,41,4.0,1.7585,94.8,0.6738,91
B0018,42,4.0,1.7575,94.74,0.6772,90
B0018,43,4.0,1.759,94.82,0.6804,89
B0018,44,4.0,1.7573,94.73,0.6824,88
B0018,45,4.0,1.753,94.5,0.6755,87
B0018,46,4.0,1.7546,94.59,0.6899,86
B0018,47,4.0,1.7532,94.51,0.6764,85
B0018,48,4.0,1.7559,94.66,0.6928,84
B0018,49,4.0,1.7503,94.36,0.6911,83
B0018,50,4.0,1.7466,94.16,0.6937,82
B0018,51,4.0,1.74,93.8,0.7113,81
B0018,52,4.0,1.7401,93.8,0.7055,80
B0018,53,4.0,1.7426,93.94,0.7096,79
B0018,54,4.0,1.7381,93.7,0.7117,78
B0018,55,4.0,1.7455,94.1,0.7123,77
B0018,56,4.0,1.735,93.53,0.7206,76
B0018,57,4.0,1.737,93.64,0.7241,75
B0018,58,4.0,1.7335,93.45,0.7152,74
B0018,59,4.0,1.7358,93.57,0.7179,73
B0018,60,4.0,1.7288,93.2,0.7227,72
B0018,61,4.0,1.7258,93.03,0.7309,71
B0018,62,4.0,1.7257,93.03,0.7341,70
B0018,63,4.0,1.7292,93.22,0.7371,69
B0018,64,4.0,1.7202,92.73,0.7424,68
B0018,65,4.0,1.7243,92.95,0.7343,67
B0018,66,4.0,1.7203,92.74,0.7467,66
B0018,67,4.0,1.7151,92.46,0.7529,65
B0018,68,4.0,1.7141,92.4,0.7495,64
B0018,69,4.0,1.7124,92.31,0.7518,63
B0018,70,4.0,1.7071,92.03,0.7473,62
B0018,71,4.0,1.7163,92.52,0.7531,61
B0018,72,4.0,1.7044,91.88,0.7494,60
B0018,73,4.0,1.7042,91.87,0.7564,59
B0018,74,4.0,1.7117,92.28,0.771,58
B0018,75,4.0,1.7008,91.69,0.7801,57
B0018,76,4.0,1.7059,91.96,0.77,56
B0018,77,4.0,1.6904,91.13,0.786,55
B0018,78,4.0,1.6933,91.28,0.7692,54
B0018,79,4.0,1.7014,91.72,0.7925,53
B0018,80,4.0,1.7012,91.71,0.7861,52
B0018,81,4.0,1.6965,91.46,0.7904,51
B0018,82,4.0,1.6956,91.41,0.7905,50
B0018,83,4.0,1.6914,91.18,0.7917,49
B0018,84,4.0,1.6864,90.91,0.7935,48
B0018,85,4.0,1.6811,90.63,0.7973,47
B0018,86,4.0,1.6824,90.7,0.7953,46
B0018,87,4.0,1.6855,90.86,0.8107,45
B0018,88,4.0,1.6869,90.94,0.7988,44
B0018,89,4.0,1.6778,90.45,0.8144,43
B0018,90,4.0,1.6762,90.36,0.8115,42
B0018,91,4.0,1.6808,90.61,0.8108,41
B0018,92,4.0,1.6775,90.43,0.8119,40
B0018,93,4.0,1.6732,90.2,0.8232,39
B0018,94,4.0,1.6677,89.9,0.8268,38
B0018,95,4.0,1.6724,90.16,0.8303,37
B0018,96,4.0,1.6719,90.13,0.8374,36
B0018,97,4.0,1.6699,90.02,0.8314,35
B0018,98,4.0,1.6684,89.94,0.8393,34
B0018,99,4.0,1.6666,89.84,0.8399,33
B0018,100,4.0,1.6621,89.6,0.8394,32
B0018,101,4.0,1.6577,89.37,0.8545,31
B0018,102,4.0,1.6568,89.32,0.8453,30
B0018,103,4.0,1.6574,89.35,0.8563,29
B0018,104,4.0,1.6576,89.36,0.8612,28
B0018,105,4.0,1.6546,89.2,0.8594,27
B0018,106,4.0,1.6524,89.08,0.8718,26
B0018,107,4.0,1.6495,88.92,0.8657,25
B0018,108,4.0,1.6553,89.23,0.8693,24
B0018,109,4.0,1.6505,88.98,0.8697,23
B0018,110,4.0,1.6499,88.94,0.8728,22
B0018,111,4.0,1.6521,89.06,0.8877,21
B0018,112,4.0,1.6445,88.65,0.8729,20
B0018,113,4.0,1.6449,88.67,0.8958,19
B0018,114,4.0,1.6405,88.44,0.8942,18
B0018,115,4.0,1.649,88.89,0.8864,17
B0018,116,4.0,1.643,88.57,0.9005,16
B0018,117,4.0,1.6377,88.29,0.8945,15
B0018,118,4.0,1.6354,88.16,0.8936,14
B0018,119,4.0,1.6337,88.07,0.8957,13
B0018,120,4.0,1.6349,88.14,0.9012,12
B0018,121,4.0,1.6342,88.1,0.9005,11
B0018,122,4.0,1.6331,88.04,0.9156,10
B0018,123,4.0,1.6224,87.46,0.9165,9
B0018,124,4.0,1.6338,88.07,0.9118,8
B0018,125,4.0,1.6341,88.09,0.9232,7
B0018,126,4.0,1.6231,87.5,0.9241,6
B0018,127,4.0,1.6266,87.69,0.928,5
B0018,128,4.0,1.6251,87.61,0.9262,4
B0018,129,4.0,1.6221,87.45,0.927,3
B0018,130,4.0,1.6195,87.31,0.9329,2
B0018,131,4.0,1.6156,87.09,0.9468,1
B0018,132,4.0,1.6214,87.41,0.947,0
B_LADAKH_M15,1,-15.0,1.8324,99.05,0.8831,119
B_LADAKH_M15,2,-15.0,1.8352,99.2,0.8902,118
B_LADAKH_M15,3,-15.0,1.8342,99.15,0.8962,117
B_LADAKH_M15,4,-15.0,1.8209,98.43,0.8974,116
B_LADAKH_M15,5,-15.0,1.8163,98.18,0.903,115
B_LADAKH_M15,6,-15.0,1.8144,98.08,0.9133,114
B_LADAKH_M15,7,-15.0,1.8045,97.54,0.9067,113
B_LADAKH_M15,8,-15.0,1.7964,97.11,0.9208,112
B_LADAKH_M15,9,-15.0,1.7957,97.06,0.9123,111
B_LADAKH_M15,10,-15.0,1.7981,97.19,0.9404,110
B_LADAKH_M15,11,-15.0,1.793,96.92,0.937,109
B_LADAKH_M15,12,-15.0,1.7899,96.75,0.9373,108
B_LADAKH_M15,13,-15.0,1.79,96.75,0.9412,107
B_LADAKH_M15,14,-15.0,1.7841,96.44,0.9492,106
B_LADAKH_M15,15,-15.0,1.7771,96.06,0.9575,105
B_LADAKH_M15,16,-15.0,1.7759,95.99,0.9538,104
B_LADAKH_M15,17,-15.0,1.7756,95.98,0.9581,103
B_LADAKH_M15,18,-15.0,1.7705,95.7,0.9675,102
B_LADAKH_M15,19,-15.0,1.7717,95.77,0.975,101
B_LADAKH_M15,20,-15.0,1.7642,95.36,0.9818,100
B_LADAKH_M15,21,-15.0,1.7669,95.51,0.9856,99
B_LADAKH_M15,22,-15.0,1.7584,95.05,0.9813,98
B_LADAKH_M15,23,-15.0,1.7512,94.66,0.9915,97
B_LADAKH_M15,24,-15.0,1.7501,94.6,0.9972,96
B_LADAKH_M15,25,-15.0,1.7499,94.59,1.0059,95
B_LADAKH_M15,26,-15.0,1.7465,94.41,1.0109,94
B_LADAKH_M15,27,-15.0,1.7442,94.28,1.0038,93
B_LADAKH_M15,28,-15.0,1.7374,93.91,1.0181,92
B_LADAKH_M15,29,-15.0,1.7335,93.7,1.0271,91
B_LADAKH_M15,30,-15.0,1.7417,94.15,1.0354,90
B_LADAKH_M15,31,-15.0,1.7319,93.62,1.0421,89
B_LADAKH_M15,32,-15.0,1.7307,93.55,1.0382,88
B_LADAKH_M15,33,-15.0,1.7249,93.24,1.0437,87
B_LADAKH_M15,34,-15.0,1.7231,93.14,1.0514,86
B_LADAKH_M15,35,-15.0,1.7226,93.11,1.0559,85
B_LADAKH_M15,36,-15.0,1.721,93.03,1.0673,84
B_LADAKH_M15,37,-15.0,1.7204,92.99,1.0593,83
B_LADAKH_M15,38,-15.0,1.7037,92.09,1.0768,82
B_LADAKH_M15,39,-15.0,1.7058,92.21,1.0765,81
B_LADAKH_M15,40,-15.0,1.704,92.11,1.074,80
B_LADAKH_M15,41,-15.0,1.7082,92.33,1.0923,79
B_LADAKH_M15,42,-15.0,1.7011,91.95,1.0811,78
B_LADAKH_M15,43,-15.0,1.6986,91.82,1.1015,77
B_LADAKH_M15,44,-15.0,1.6923,91.48,1.106,76
B_LADAKH_M15,45,-15.0,1.6956,91.65,1.1136,75
B_LADAKH_M15,46,-15.0,1.6935,91.54,1.1114,74
B_LADAKH_M15,47,-15.0,1.6953,91.64,1.1211,73
B_LADAKH_M15,48,-15.0,1.6878,91.23,1.1229,72
B_LADAKH_M15,49,-15.0,1.6836,91.01,1.1288,71
B_LADAKH_M15,50,-15.0,1.6822,90.93,1.1475,70
B_LADAKH_M15,51,-15.0,1.6749,90.53,1.1366,69
B_LADAKH_M15,52,-15.0,1.6837,91.01,1.1493,68
B_LADAKH_M15,53,-15.0,1.6726,90.41,1.1613,67
B_LADAKH_M15,54,-15.0,1.6704,90.29,1.171,66
B_LADAKH_M15,55,-15.0,1.673,90.43,1.1653,65
B_LADAKH_M15,56,-15.0,1.6764,90.62,1.1705,64
B_LADAKH_M15,57,-15.0,1.6683,90.18,1.1809,63
B_LADAKH_M15,58,-15.0,1.6681,90.17,1.1931,62
B_LADAKH_M15,59,-15.0,1.6605,89.76,1.1874,61
B_LADAKH_M15,60,-15.0,1.6598,89.72,1.1937,60
B_LADAKH_M15,61,-15.0,1.6635,89.92,1.2037,59
B_LADAKH_M15,62,-15.0,1.6516,89.27,1.2099,58
B_LADAKH_M15,63,-15.0,1.6452,88.93,1.2101,57
B_LADAKH_M15,64,-15.0,1.6529,89.35,1.2177,56
B_LADAKH_M15,65,-15.0,1.6415,88.73,1.2298,55
B_LADAKH_M15,66,-15.0,1.648,89.08,1.2367,54
B_LADAKH_M15,67,-15.0,1.6448,88.91,1.2355,53
B_LADAKH_M15,68,-15.0,1.6327,88.26,1.2529,52
B_LADAKH_M15,69,-15.0,1.6347,88.36,1.2503,51
B_LADAKH_M15,70,-15.0,1.6389,88.59,1.2605,50
B_LADAKH_M15,71,-15.0,1.633,88.27,1.2747,49
B_LADAKH_M15,72,-15.0,1.6262,87.9,1.2748,48
B_LADAKH_M15,73,-15.0,1.6266,87.93,1.2777,47
B_LADAKH_M15,74,-15.0,1.6301,88.12,1.2852,46
B_LADAKH_M15,75,-15.0,1.6238,87.77,1.2943,45
B_LADAKH_M15,76,-15.0,1.6178,87.45,1.2911,44
B_LADAKH_M15,77,-15.0,1.6127,87.17,1.2919,43
B_LADAKH_M15,78,-15.0,1.6227,87.71,1.3026,42
B_LADAKH_M15,79,-15.0,1.6112,87.09,1.3131,41
B_LADAKH_M15,80,-15.0,1.611,87.08,1.325,40
B_LADAKH_M15,81,-15.0,1.6109,87.07,1.3245,39
B_LADAKH_M15,82,-15.0,1.6044,86.72,1.3353,38
B_LADAKH_M15,83,-15.0,1.6017,86.58,1.3485,37
B_LADAKH_M15,84,-15.0,1.6023,86.61,1.3507,36
B_LADAKH_M15,85,-15.0,1.6007,86.52,1.3595,35
B_LADAKH_M15,86,-15.0,1.5964,86.29,1.3537,34
B_LADAKH_M15,87,-15.0,1.5949,86.21,1.3636,33
B_LADAKH_M15,88,-15.0,1.5889,85.89,1.3765,32
B_LADAKH_M15,89,-15.0,1.5936,86.14,1.3803,31
B_LADAKH_M15,90,-15.0,1.5876,85.81,1.3955,30
B_LADAKH_M15,91,-15.0,1.585,85.67,1.4067,29
B_LADAKH_M15,92,-15.0,1.584,85.62,1.3917,28
B_LADAKH_M15,93,-15.0,1.5824,85.53,1.4092,27
B_LADAKH_M15,94,-15.0,1.5822,85.53,1.4175,26
B_LADAKH_M15,95,-15.0,1.5742,85.09,1.4149,25
B_LADAKH_M15,96,-15.0,1.5716,84.95,1.4237,24
B_LADAKH_M15,97,-15.0,1.5678,84.75,1.4379,23
B_LADAKH_M15,98,-15.0,1.5745,85.11,1.4439,22
B_LADAKH_M15,99,-15.0,1.5608,84.37,1.4511,21
B_LADAKH_M15,100,-15.0,1.568,84.76,1.4529,20
B_LADAKH_M15,101,-15.0,1.5604,84.35,1.4631,19
B_LADAKH_M15,102,-15.0,1.5555,84.08,1.4733,18
B_LADAKH_M15,103,-15.0,1.5559,84.1,1.4793,17
B_LADAKH_M15,104,-15.0,1.5505,83.81,1.4822,16
B_LADAKH_M15,105,-15.0,1.5547,84.04,1.4897,15
B_LADAKH_M15,106,-15.0,1.5564,84.13,1.4968,14
B_LADAKH_M15,107,-15.0,1.5482,83.68,1.5107,13
B_LADAKH_M15,108,-15.0,1.5393,83.21,1.5046,12
B_LADAKH_M15,109,-15.0,1.5366,83.06,1.527,11
B_LADAKH_M15,110,-15.0,1.5382,83.15,1.5408,10
B_LADAKH_M15,111,-15.0,1.5359,83.02,1.5364,9
B_LADAKH_M15,112,-15.0,1.5421,83.36,1.5529,8
B_LADAKH_M15,113,-15.0,1.5419,83.35,1.5564,7
B_LADAKH_M15,114,-15.0,1.5355,83.0,1.5608,6
B_LADAKH_M15,115,-15.0,1.5323,82.82,1.5626,5
B_LADAKH_M15,116,-15.0,1.5236,82.36,1.5729,4
B_LADAKH_M15,117,-15.0,1.524,82.38,1.5782,3
B_LADAKH_M15,118,-15.0,1.5252,82.44,1.5929,2
B_LADAKH_M15,119,-15.0,1.5205,82.19,1.6032,1
B_LADAKH_M15,120,-15.0,1.5133,81.8,1.6025,0
B_LADAKH_M25,1,-25.0,1.8241,98.87,1.2387,99
B_LADAKH_M25,2,-25.0,1.8178,98.52,1.2556,98
B_LADAKH_M25,3,-25.0,1.8168,98.47,1.2675,97
B_LADAKH_M25,4,-25.0,1.8001,97.57,1.2819,96
B_LADAKH_M25,5,-25.0,1.8031,97.73,1.2838,95
B_LADAKH_M25,6,-25.0,1.7916,97.1,1.2844,94
B_LADAKH_M25,7,-25.0,1.7856,96.78,1.303,93
B_LADAKH_M25,8,-25.0,1.7894,96.98,1.3137,92
B_LADAKH_M25,9,-25.0,1.7748,96.2,1.3088,91
B_LADAKH_M25,10,-25.0,1.7724,96.07,1.3141,90
B_LADAKH_M25,11,-25.0,1.7684,95.85,1.3307,89
B_LADAKH_M25,12,-25.0,1.7606,95.42,1.3321,88
B_LADAKH_M25,13,-25.0,1.7599,95.39,1.346,87
B_LADAKH_M25,14,-25.0,1.7487,94.78,1.343,86
B_LADAKH_M25,15,-25.0,1.7489,94.79,1.375,85
B_LADAKH_M25,16,-25.0,1.7513,94.92,1.3727,84
B_LADAKH_M25,17,-25.0,1.7379,94.2,1.3862,83
B_LADAKH_M25,18,-25.0,1.7321,93.88,1.3942,82
B_LADAKH_M25,19,-25.0,1.735,94.04,1.4078,81
B_LADAKH_M25,20,-25.0,1.7274,93.63,1.4097,80
B_LADAKH_M25,21,-25.0,1.7202,93.24,1.4156,79
B_LADAKH_M25,22,-25.0,1.7188,93.16,1.4307,78
B_LADAKH_M25,23,-25.0,1.7193,93.19,1.434,77
B_LADAKH_M25,24,-25.0,1.7177,93.1,1.4459,76
B_LADAKH_M25,25,-25.0,1.7077,92.56,1.4528,75
B_LADAKH_M25,26,-25.0,1.6942,91.83,1.4703,74
B_LADAKH_M25,27,-25.0,1.7029,92.3,1.4739,73
B_LADAKH_M25,28,-25.0,1.6964,91.95,1.4873,72
B_LADAKH_M25,29,-25.0,1.6861,91.39,1.4916,71
B_LADAKH_M25,30,-25.0,1.6917,91.69,1.4975,70
B_LADAKH_M25,31,-25.0,1.6859,91.38,1.5066,69
B_LADAKH_M25,32,-25.0,1.6829,91.21,1.5229,68
B_LADAKH_M25,33,-25.0,1.6708,90.56,1.5386,67
B_LADAKH_M25,34,-25.0,1.6706,90.55,1.5386,66
B_LADAKH_M25,35,-25.0,1.6707,90.55,1.5582,65
B_LADAKH_M25,36,-25.0,1.6622,90.09,1.5627,64
B_LADAKH_M25,37,-25.0,1.6643,90.21,1.5758,63
B_LADAKH_M25,38,-25.0,1.6596,89.95,1.5806,62
B_LADAKH_M25,39,-25.0,1.652,89.54,1.5929,61
B_LADAKH_M25,40,-25.0,1.6474,89.29,1.5881,60
B_LADAKH_M25,41,-25.0,1.6499,89.42,1.6174,59
B_LADAKH_M25,42,-25.0,1.6351,88.62,1.6181,58
B_LADAKH_M25,43,-25.0,1.6435,89.08,1.6438,57
B_LADAKH_M25,44,-25.0,1.6376,88.76,1.6403,56
B_LADAKH_M25,45,-25.0,1.6332,88.52,1.6613,55
B_LADAKH_M25,46,-25.0,1.6278,88.23,1.661,54
B_LADAKH_M25,47,-25.0,1.625,88.08,1.6708,53
B_LADAKH_M25,48,-25.0,1.6239,88.02,1.6944,52
B_LADAKH_M25,49,-25.0,1.6212,87.87,1.6958,51
B_LADAKH_M25,50,-25.0,1.6153,87.55,1.7,50
B_LADAKH_M25,51,-25.0,1.6166,87.62,1.7183,49
B_LADAKH_M25,52,-25.0,1.6089,87.2,1.7457,48
B_LADAKH_M25,53,-25.0,1.6073,87.12,1.737,47
B_LADAKH_M25,54,-25.0,1.601,86.78,1.7575,46
B_LADAKH_M25,55,-25.0,1.5998,86.71,1.7558,45
B_LADAKH_M25,56,-25.0,1.5996,86.7,1.7709,44
B_LADAKH_M25,57,-25.0,1.6,86.72,1.7909,43
B_LADAKH_M25,58,-25.0,1.5873,86.03,1.8033,42
B_LADAKH_M25,59,-25.0,1.586,85.96,1.8126,41
B_LADAKH_M25,60,-25.0,1.5843,85.87,1.8156,40
B_LADAKH_M25,61,-25.0,1.5764,85.44,1.8366,39
B_LADAKH_M25,62,-25.0,1.5743,85.33,1.8411,38
B_LADAKH_M25,63,-25.0,1.5685,85.01,1.857,37
B_LADAKH_M25,64,-25.0,1.5772,85.49,1.8614,36
B_LADAKH_M25,65,-25.0,1.5658,84.86,1.8857,35
B_LADAKH_M25,66,-25.0,1.562,84.66,1.8929,34
B_LADAKH_M25,67,-25.0,1.5548,84.27,1.9048,33
B_LADAKH_M25,68,-25.0,1.555,84.28,1.9198,32
B_LADAKH_M25,69,-25.0,1.5572,84.4,1.94,31
B_LADAKH_M25,70,-25.0,1.5514,84.09,1.941,30
B_LADAKH_M25,71,-25.0,1.5466,83.83,1.95,29
B_LADAKH_M25,72,-25.0,1.5439,83.68,1.9628,28
B_LADAKH_M25,73,-25.0,1.54,83.47,1.9834,27
B_LADAKH_M25,74,-25.0,1.532,83.03,1.9951,26
B_LADAKH_M25,75,-25.0,1.538,83.36,2.0015,25
B_LADAKH_M25,76,-25.0,1.521,82.44,2.0119,24
B_LADAKH_M25,77,-25.0,1.5314,83.0,2.0277,23
B_LADAKH_M25,78,-25.0,1.519,82.33,2.0383,22
B_LADAKH_M25,79,-25.0,1.5231,82.55,2.0566,21
B_LADAKH_M25,80,-25.0,1.5156,82.15,2.0652,20
B_LADAKH_M25,81,-25.0,1.5117,81.94,2.0756,19
B_LADAKH_M25,82,-25.0,1.5166,82.2,2.092,18
B_LADAKH_M25,83,-25.0,1.5117,81.94,2.1146,17
B_LADAKH_M25,84,-25.0,1.5077,81.72,2.1183,16
B_LADAKH_M25,85,-25.0,1.5021,81.41,2.134,15
B_LADAKH_M25,86,-25.0,1.4936,80.96,2.1494,14
B_LADAKH_M25,87,-25.0,1.4894,80.72,2.1675,13
B_LADAKH_M25,88,-25.0,1.489,80.71,2.1764,12
B_LADAKH_M25,89,-25.0,1.4888,80.7,2.1881,11
B_LADAKH_M25,90,-25.0,1.4869,80.59,2.2011,10
B_LADAKH_M25,91,-25.0,1.4848,80.48,2.2109,9
B_LADAKH_M25,92,-25.0,1.4787,80.14,2.2416,8
B_LADAKH_M25,93,-25.0,1.471,79.73,2.2429,7
B_LADAKH_M25,94,-25.0,1.4739,79.89,2.2616,6
B_LADAKH_M25,95,-25.0,1.4701,79.68,2.2777,5
B_LADAKH_M25,96,-25.0,1.4681,79.57,2.2955,4
B_LADAKH_M25,97,-25.0,1.464,79.35,2.3035,3
B_LADAKH_M25,98,-25.0,1.4619,79.24,2.329,2
B_LADAKH_M25,99,-25.0,1.4555,78.89,2.3296,1
B_LADAKH_M25,100,-25.0,1.4574,78.99,2.349,0
